nace_r2,sizeclas,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I,GE10,AVG_A,RO	0.6 	0.5 	0.7 	0.4 	0.4 	0.4 	0.4 	0.5 	0.1 	0.5 	: 
I,GE10,AVG_A,SE	1.5 	1.9 	2.0 	2.1 	1.8 	1.8 	2.0 	1.7 	2.1 	0.8 	: 
I,GE10,AVG_A,SI	3.5 u	3.1 u	2.5 	1.4 b	1.9 	1.0 	0.9 	1.0 	0.8 	0.9 	1.2 
I,GE10,AVG_A,SK	1.8 	1.2 	0.8 	0.7 	0.5 	0.9 	0.2 	0.5 	0.4 	0.6 	0.8 
I,TOTAL,AVG_3Y,AT	4.5 	4.2 	3.9 	4.0 	4.1 	4.3 	4.4 	4.4 	: 	: 	: 
I,TOTAL,AVG_3Y,BE	3.7 	2.9 	2.7 	2.7 b	3.5 b	4.7 	5.7 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,BG	2.0 p	1.9 p	1.7 	1.3 	1.1 	0.7 	0.5 	0.3 	: 	: 	: 
I,TOTAL,AVG_3Y,CH	1.3 	1.1 	1.1 	1.2 	1.1 	1.1 	1.1 	1.1 	1.3 	1.5 	1.5 
I,TOTAL,AVG_3Y,CY	2.2 	2.0 	2.2 	1.8 	1.7 	1.8 	2.1 	2.8 	: 	: 	: 
I,TOTAL,AVG_3Y,CZ	6.6 	5.0 	3.6 	2.4 	1.7 	1.4 	1.2 	1.2 	1.9 	: 	: 
I,TOTAL,AVG_3Y,DE	4.1 	4.2 	4.4 	4.7 	4.5 	4.4 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,DK	1.9 p	1.9 	1.8 	1.7 	1.6 	1.3 	1.4 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,EA	2.5 e	2.5 e	2.4 e	2.5 e	2.5 	2.5 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,EA19	2.5 e	2.5 e	2.4 e	2.5 e	2.5 	2.5 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,EE	2.8 	2.8 	2.4 	2.1 	2.1 	2.0 	1.7 	1.4 	1.7 	: 	: 
I,TOTAL,AVG_3Y,EL	3.5 	3.6 	4.9 	: c	: c	: c	5.6 	4.5 	: 	: 	: 
I,TOTAL,AVG_3Y,ES	0.5 p	0.5 	0.6 	0.7 b	0.7 b	0.8 b	0.9 	1.0 	: 	: 	: 
I,TOTAL,AVG_3Y,EU	2.8 	2.7 	2.6 	2.6 	2.4 	2.3 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,EU27	2.8 	2.7 	2.6 	2.6 	2.4 	2.3 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,EU28	2.8 	2.7 	2.6 	2.6 	2.4 	2.3 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,FI	2.9 	2.5 	2.2 	1.8 b	2.3 b	3.0 b	3.0 	2.8 	: 	: 	: 
I,TOTAL,AVG_3Y,HR	4.3 b	3.8 b	2.9 b	2.3 	2.1 	: 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,HU	2.2 p	1.8 	1.4 	1.0 	0.8 	0.6 	0.6 	0.7 	0.9 	1.0 	1.1 
I,TOTAL,AVG_3Y,IE	0.7 p	0.7 	0.6 	0.5 	0.4 	0.4 	0.3 	0.3 	0.4 	: 	: 
I,TOTAL,AVG_3Y,LT	1.3 	1.4 	1.2 	1.0 	0.9 	0.9 	0.9 	0.7 	0.7 	: 	: 
I,TOTAL,AVG_3Y,LU	2.7 	2.3 	2.0 	1.5 	1.5 	1.5 	1.5 	1.2 	1.0 	: 	: 
I,TOTAL,AVG_3Y,LV	2.5 	1.8 	1.3 	0.7 	0.4 	0.4 	0.4 	0.4 	0.4 	: 	: 
I,TOTAL,AVG_3Y,MK	2.8 	2.7 	2.2 	2.1 	2.0 	: 	: 	: 	: 	: 	: 
I,TOTAL,AVG_3Y,NL	4.1 p	3.4 p	2.9 p	2.5 p	2.3 	2.4 	2.6 	2.6 	3.1 	3.8 	4.3 
I,TOTAL,AVG_3Y,NO	1.9 	1.9 	2.0 	2.3 	2.6 	2.8 	2.7 	2.5 	: 	: 	: 
I,TOTAL,AVG_3Y,PL	1.5 	1.3 	1.1 	0.9 	0.8 	0.7 	0.8 	1.0 	: 	: 	: 
I,TOTAL,AVG_3Y,PT	1.2 	1.2 	1.0 	0.7 	0.5 	0.4 	0.5 	0.7 	0.9 	: 	: 
I,TOTAL,AVG_3Y,RO	0.6 	0.5 	0.5 	0.3 	0.3 	0.4 	0.3 	0.3 	: 	: 	: 
I,TOTAL,AVG_3Y,SE	2.1 	2.3 	2.4 	2.3 	2.3 	2.3 	2.2 	1.7 	: 	: 	: 
I,TOTAL,AVG_3Y,SI	5.0 u	4.1 b	3.2 b	2.3 b	1.7 	1.3 	1.2 	1.3 	1.3 	: 	: 
I,TOTAL,AVG_3Y,SK	1.4 	1.0 	0.7 	0.6 	0.5 	0.5 	0.4 	0.6 	0.8 	: 	: 
I,TOTAL,AVG_3Y,UK	3.8 p	3.8 	3.6 	3.3 	2.9 	2.6 	2.5 	2.3 	2.5 	2.7 	2.8 
I,TOTAL,AVG_A,AT	4.8 	4.7 	4.0 	4.0 	3.6 	4.4 	4.2 	4.2 	4.8 	4.4 	: 
I,TOTAL,AVG_A,BE	5.1 	3.3 	2.7 	2.6 	2.7 	2.9 b	4.9 b	6.3 	5.7 	: 	: 
I,TOTAL,AVG_A,BG	1.9 p	2.2 p	1.9 	1.6 	1.5 	0.7 	1.1 	0.3 	0.3 	0.3 	: 
I,TOTAL,AVG_A,CH	1.4 	1.3 	1.1 	1.1 	1.3 	1.2 	1.0 	1.1 	1.1 	1.2 	1.6 
I,TOTAL,AVG_A,CY	2.5 	1.5 	2.5 	2.0 	2.2 	1.1 	1.7 	2.5 	2.1 	3.8 	: 
I,TOTAL,AVG_A,CZ	8.2 	6.3 	5.2 	3.5 	2.1 	1.5 	1.5 	1.3 	1.0 	1.5 	3.3 
I,TOTAL,AVG_A,DE	4.1 	4.2 	3.9 	4.5 	4.6 	5.0 	3.8 	4.5 	: 	: 	: 
I,TOTAL,AVG_A,DK	1.6 p	2.1 	2.0 	1.7 	1.8 	1.6 	1.3 	0.9 	1.8 	: 	: 
I,TOTAL,AVG_A,EA	2.7 e	2.6 e	2.4 e	2.4 e	2.5 e	2.7 e	2.3 e	2.5 e	: 	: 	: 
I,TOTAL,AVG_A,EA19	2.7 e	2.6 e	2.4 e	2.4 e	2.5 e	2.7 e	2.3 e	2.5 e	: 	: 	: 
I,TOTAL,AVG_A,EE	2.1 	3.3 	3.0 	2.0 	2.3 	1.9 	2.1 	1.8 	1.2 	1.1 	2.7 
I,TOTAL,AVG_A,EL	2.8 	3.6 	4.0 	3.2 	7.5 	: c	8.0 	2.8 	5.9 	4.6 	: 
I,TOTAL,AVG_A,ES	0.5 p	0.5 	0.6 	0.5 	0.7 	0.8 b	0.6 	0.9 	1.3 	0.9 	: 
I,TOTAL,AVG_A,EU	2.9 	2.9 	2.6 	2.6 	2.6 	2.5 	2.2 	2.3 	: 	: 	: 
I,TOTAL,AVG_A,EU27	2.9 	2.9 	2.6 	2.6 	2.6 	2.5 	2.2 	2.3 	: 	: 	: 
I,TOTAL,AVG_A,EU28	2.9 	2.9 	2.6 	2.6 	2.6 	2.5 	2.2 	2.3 	: 	: 	: 
I,TOTAL,AVG_A,FI	3.3 	2.5 	3.0 	2.0 	1.6 	1.8 b	3.5 	3.8 	1.7 	3.0 	: 
I,TOTAL,AVG_A,HR	4.0 	4.4 	4.3 b	2.6 	1.6 	2.8 	1.9 	: 	: 	: 	: 
I,TOTAL,AVG_A,HU	2.5 p	2.4 	1.8 	1.2 	1.1 	0.7 	0.5 	0.6 	0.6 	0.8 	1.2 
I,TOTAL,AVG_A,IE	0.7 p	0.8 	0.6 	0.7 	0.4 	0.5 	0.4 	0.3 	0.2 	0.3 	0.6 
I,TOTAL,AVG_A,LT	1.1 	1.4 	1.5 	1.1 	1.0 	0.9 	0.9 	0.9 	0.8 	0.4 	1.1 
I,TOTAL,AVG_A,LU	2.7 	2.6 	2.6 	1.8 	1.6 	1.2 	1.6 	1.7 	1.2 	0.7 	1.1 
I,TOTAL,AVG_A,LV	3.2 	2.1 	2.2 	1.2 	0.5 	0.5 	0.3 	0.6 	0.4 	0.3 	0.3 
I,TOTAL,AVG_A,MK	2.7 	3.3 	2.5 	2.5 	1.7 	2.1 	2.1 	: 	: 	: 	: 
I,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
I,TOTAL,AVG_A,NL	4.6 p	4.2 p	3.4 p	2.8 p	2.5 	2.2 	2.3 	2.7 	2.6 	2.5 	4.2 
I,TOTAL,AVG_A,NO	1.9 	2.0 	1.8 	2.0 	2.2 	2.7 	2.9 	3.0 	2.3 	: c	: 
I,TOTAL,AVG_A,PL	1.8 	1.5 	1.3 	1.0 	1.0 	0.7 	0.6 	0.9 	1.0 	1.0 	: 
I,TOTAL,AVG_A,PT	1.2 	1.3 	1.1 	1.1 	0.7 	0.4 	0.4 	0.5 	0.8 	0.8 	1.0 
I,TOTAL,AVG_A,RO	0.6 	0.5 	0.7 	0.4 	0.3 	0.3 	0.3 	0.4 	0.1 	0.4 	: 
I,TOTAL,AVG_A,SE	2.0 	2.3 	2.1 	2.4 	2.5 	2.0 	2.4 	2.3 	1.8 	0.9 	: 
I,TOTAL,AVG_A,SI	6.0 u	4.8 u	4.3 u	3.1 b	2.3 	1.5 	1.2 	1.3 	1.1 	1.3 	1.6 
I,TOTAL,AVG_A,SK	2.0 	1.4 	0.9 	0.7 	0.5 	0.7 	0.3 	0.6 	0.5 	0.7 	1.1 
I,TOTAL,AVG_A,UK	3.8 p	4.0 	3.6 	3.7 	3.4 	2.8 	2.6 	2.4 	2.4 	2.2 	3.0 
J,GE10,AVG_3Y,BE	5.7 	5.1 	4.4 	3.8 	3.6 	: 	: 	: 	: 	: 	: 
J,GE10,AVG_3Y,BG	0.3 p	0.3 p	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	: 	: 	: 
J,GE10,AVG_3Y,CY	1.8 	1.3 	0.9 	0.7 	0.5 	0.4 	0.5 	1.0 	: 	: 	: 
J,GE10,AVG_3Y,CZ	3.4 	2.4 	1.5 	0.9 	0.7 	0.8 	0.9 	0.9 	1.5 	: 	: 
J,GE10,AVG_3Y,DE	3.5 	3.3 	3.1 	3.1 	3.1 	3.2 	: 	: 	: 	: 	: 
J,GE10,AVG_3Y,DK	3.1 p	3.0 	2.8 	2.5 	2.1 	1.8 	1.7 	: 	: 	: 	: 
J,GE10,AVG_3Y,EE	3.1 	3.0 	2.5 	2.1 	2.0 	2.2 	2.0 	1.7 	1.9 	: 	: 
J,GE10,AVG_3Y,EL	0.3 	0.2 	0.3 	: 	: 	: 	0.3 	0.3 	: 	: 	: 
J,GE10,AVG_3Y,ES	1.2 p	1.0 	0.9 	0.8 b	0.7 b	0.7 b	0.8 	0.7 	: 	: 	: 
J,GE10,AVG_3Y,FI	2.7 	2.3 	: c	: c	: c	2.4 b	2.7 	2.7 	: 	: 	: 
J,GE10,AVG_3Y,FR	2.0 	1.8 	1.5 	1.3 	1.2 	1.4 	1.3 	1.0 	0.6 	0.6 	0.6 
J,GE10,AVG_3Y,HR	0.8 b	0.8 b	0.7 b	0.5 	0.5 	0.6 	0.6 	: 	: 	: 	: 
J,GE10,AVG_3Y,HU	3.6 p	3.3 	3.1 	2.6 	2.3 	2.0 	1.9 	1.6 	1.4 	: 	: 
J,GE10,AVG_3Y,IE	1.8 p	2.1 	2.2 	2.3 	2.0 	1.9 	1.7 	1.4 	1.3 	: 	: 
J,GE10,AVG_3Y,IT	1.5 p	1.3 p	1.1 p	0.8 p	0.6 p	0.7 p	0.8 p	0.8 p	0.8 p	0.9 p	1.0 p
J,GE10,AVG_3Y,LT	3.1 	2.9 	2.5 	2.0 	1.5 	1.3 	1.1 	1.0 	1.0 	: 	: 
J,GE10,AVG_3Y,LU	2.7 	2.3 	2.1 	1.8 	1.3 	0.9 	0.7 	0.6 	0.6 	: 	: 
J,GE10,AVG_3Y,LV	2.8 	2.2 	1.6 	1.6 	2.0 	1.8 	1.3 	0.6 	0.7 	: 	: 
J,GE10,AVG_3Y,MT	3.1 b	3.2 b	3.6 b	3.0 b	3.2 p	2.9 u	3.4 	2.8 	: 	: 	: 
J,GE10,AVG_3Y,NO	3.3 	2.7 	2.7 	2.7 	3.1 	3.3 	3.1 	: 	: 	: 	: 
J,GE10,AVG_3Y,PL	2.2 	2.1 	2.0 	1.8 	1.6 	1.4 	1.2 	1.0 	: 	: 	: 
J,GE10,AVG_3Y,PT	2.1 	1.7 	1.8 	1.6 	1.3 	0.8 	0.8 	0.9 	1.1 	: 	: 
J,GE10,AVG_3Y,RO	1.5 	1.3 	1.2 	0.9 	0.7 	0.7 	0.8 	0.8 	: 	: 	: 
J,GE10,AVG_3Y,SE	4.1 	3.6 	3.1 	2.7 	2.7 	2.8 	2.7 	2.2 	: 	: 	: 
J,GE10,AVG_3Y,SI	1.6 u	1.4 b	1.2 b	0.9 b	0.6 	0.4 	0.4 	0.3 	0.3 	: 	: 
J,GE10,AVG_3Y,SK	0.8 	0.8 	0.7 	0.6 	0.6 	0.7 	0.8 	0.7 	0.6 	: 	: 
J,GE10,AVG_A,BE	6.4 	5.7 	5.1 	4.6 	3.6 	3.1 b	4.1 b	: 	: 	: 	: 
J,GE10,AVG_A,BG	0.4 p	0.3 p	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.2 	0.2 	: 
J,GE10,AVG_A,CY	2.4 	2.1 	1.0 	0.8 	0.9 	0.2 	0.3 	0.6 	0.7 	1.5 	: 
J,GE10,AVG_A,CZ	4.4 	3.4 	2.4 	1.4 	0.7 	0.6 	0.8 	0.9 	0.9 	0.9 	2.7 
J,GE10,AVG_A,DE	3.8 	3.6 	2.9 	3.3 	3.1 	2.8 	3.3 	3.6 	: 	: 	: 
J,GE10,AVG_A,DK	3.1 p	3.1 	3.1 	2.7 	2.6 	2.0 	1.7 	1.8 	1.7 	: 	: 
J,GE10,AVG_A,EE	2.9 	3.1 	3.4 	2.6 	1.6 	2.1 	2.4 	2.3 	1.3 	1.5 	3.0 
J,GE10,AVG_A,EL	0.4 	0.1 	0.3 	0.3 	0.4 	: 	0.3 	0.4 	0.1 	0.5 	: 
J,GE10,AVG_A,ES	1.6 p	1.1 	0.9 	0.9 	0.8 	0.6 b	0.7 	0.9 	0.8 	0.5 	: 
J,GE10,AVG_A,FI	2.9 	2.8 	2.4 	1.8 	: c	1.8 b	2.2 	3.1 	2.7 	2.3 	: 
J,GE10,AVG_A,FR	2.0 	2.2 	1.8 	1.5 	1.4 	1.0 	1.3 	1.8 	0.7 	0.4 	0.6 
J,GE10,AVG_A,HR	0.8 	0.8 	0.9 b	0.7 	0.4 	0.3 	0.8 	0.5 	0.4 	: 	: 
J,GE10,AVG_A,HU	3.8 p	3.4 	3.6 	3.0 	2.9 	2.0 	2.1 	2.0 	1.6 	1.2 	1.4 
J,GE10,AVG_A,IE	1.9 p	1.8 	1.9 	2.5 	2.2 	2.1 	1.7 	2.0 	1.3 	0.8 	1.8 
J,GE10,AVG_A,IT	1.7 p	1.5 p	1.3 p	1.2 p	0.7 p	0.5 p	0.6 p	1.0 p	0.7 p	0.6 p	1.1 p
J,GE10,AVG_A,LT	3.1 	3.4 	2.8 	2.6 	2.0 	1.4 	1.2 	1.3 	1.0 	0.7 	1.4 
J,GE10,AVG_A,LU	3.0 	3.0 	2.1 	1.9 	2.1 	1.3 	0.6 	0.8 	0.7 	0.4 	0.6 
J,GE10,AVG_A,LV	2.6 	3.0 	2.7 	1.1 	1.1 	2.5 	2.3 	0.6 	0.9 	0.5 	0.8 
J,GE10,AVG_A,MT	3.0 b	2.4 b	4.0 p	3.1 b	3.7 p	2.2 u	3.7 u	2.8 u	3.7 p	2.0 	: 
J,GE10,AVG_A,NO	4.0 	3.0 	3.0 	2.2 	2.8 	3.2 	3.3 	3.3 	2.7 	: 	: 
J,GE10,AVG_A,PL	2.4 	2.2 	2.2 	1.9 	1.8 	1.7 	1.2 	1.2 	1.1 	0.8 	: 
J,GE10,AVG_A,PT	2.7 	2.0 	1.4 	1.5 	2.3 	1.0 	0.7 	0.7 	1.0 	1.1 	1.1 
J,GE10,AVG_A,RO	1.8 	1.3 	1.5 	1.2 	0.8 	0.6 	0.7 	0.9 	0.8 	0.6 	: 
J,GE10,AVG_A,SE	4.5 	4.2 	3.6 	2.9 	2.7 	2.5 	3.0 	3.0 	2.2 	1.3 	: 
J,GE10,AVG_A,SI	1.8 u	1.5 	1.5 u	1.2 b	0.9 	0.5 	0.4 	0.3 	0.4 	0.2 	0.4 
J,GE10,AVG_A,SK	0.7 	0.8 	0.8 	0.7 	0.6 	0.6 	0.7 	1.0 	0.6 	0.6 	0.5 
J,TOTAL,AVG_3Y,AT	4.1 	3.1 	2.7 	2.7 	2.8 	2.9 	2.9 	2.4 	: 	: 	: 
J,TOTAL,AVG_3Y,BE	6.2 	5.6 	4.9 	4.0 	3.9 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,BG	0.4 p	0.3 p	0.3 	0.2 	0.3 	0.3 	0.2 	0.2 	: 	: 	: 
J,TOTAL,AVG_3Y,CH	2.5 	2.3 	2.3 	2.2 	2.0 	2.0 	2.0 	1.9 	2.1 	2.3 	2.5 
J,TOTAL,AVG_3Y,CY	1.7 	1.5 	1.1 	1.0 	0.5 	0.4 	0.6 	1.0 	: 	: 	: 
J,TOTAL,AVG_3Y,CZ	3.4 	2.5 	1.6 	0.9 	0.8 	0.8 	0.9 	0.9 	1.5 	: 	: 
J,TOTAL,AVG_3Y,DE	3.6 	3.5 	3.5 	3.5 	3.5 	3.4 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,DK	3.3 p	3.3 	3.1 	2.9 	2.5 	2.1 	1.9 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,EA	2.8 e	2.6 e	2.4 e	2.2 	2.1 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,EA19	2.8 e	2.6 e	2.4 e	2.2 	2.1 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,EE	2.9 	2.8 	2.5 	2.1 	2.2 	2.3 	2.0 	1.6 	1.9 	: 	: 
J,TOTAL,AVG_3Y,EL	0.4 	0.4 	0.8 	: c	: c	: c	0.8 	1.5 	: 	: 	: 
J,TOTAL,AVG_3Y,ES	1.2 p	1.0 	0.9 	0.8 b	0.7 b	0.8 b	0.9 	1.0 	: 	: 	: 
J,TOTAL,AVG_3Y,EU	2.9 	2.6 	2.5 	2.3 	2.2 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,EU27	2.9 	2.7 	2.5 	2.3 	2.2 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,EU28	2.9 	2.6 	2.5 	2.3 	2.2 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,FI	2.9 	2.6 	: c	: c	: c	2.4 b	2.8 	2.7 	: 	: 	: 
J,TOTAL,AVG_3Y,HR	0.7 b	0.7 b	0.6 b	0.4 	0.5 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,HU	3.4 p	3.2 	3.0 	2.5 	2.2 	1.9 	1.7 	1.5 	1.3 	: 	: 
J,TOTAL,AVG_3Y,IE	1.9 p	2.1 	2.2 	2.2 	2.0 	2.0 	1.7 	1.3 	1.3 	: 	: 
J,TOTAL,AVG_3Y,LT	2.6 	2.4 	2.1 	1.7 	1.5 	1.3 	1.2 	1.0 	1.0 	: 	: 
J,TOTAL,AVG_3Y,LU	2.7 	2.3 	2.1 	1.7 	1.3 	0.9 	0.7 	0.7 	0.6 	: 	: 
J,TOTAL,AVG_3Y,LV	1.9 	1.5 	1.1 	1.1 	1.4 	1.3 	0.9 	0.5 	0.6 	: 	: 
J,TOTAL,AVG_3Y,MK	1.8 	1.8 	1.5 	1.1 	1.0 	: 	: 	: 	: 	: 	: 
J,TOTAL,AVG_3Y,NL	5.2 p	4.7 p	4.2 p	3.6 p	3.2 	3.2 	3.2 	3.0 	3.6 	4.2 	5.2 
J,TOTAL,AVG_3Y,NO	3.4 	2.8 	2.9 	3.0 	3.5 	3.6 	3.4 	3.1 	: 	: 	: 
J,TOTAL,AVG_3Y,PL	2.2 	2.0 	1.9 	1.8 	1.5 	1.4 	1.2 	1.1 	: 	: 	: 
J,TOTAL,AVG_3Y,PT	1.8 	1.5 	1.6 	1.5 	1.2 	0.7 	0.7 	1.0 	1.3 	: 	: 
J,TOTAL,AVG_3Y,RO	1.5 	1.3 	1.1 	0.8 	0.6 	0.7 	0.8 	0.7 	: 	: 	: 
J,TOTAL,AVG_3Y,SE	4.2 	3.9 	3.5 	2.9 	2.7 	2.7 	2.7 	2.2 	: 	: 	: 
J,TOTAL,AVG_3Y,SI	1.9 u	1.7 b	1.6 b	1.2 b	0.8 	0.6 	0.5 	0.4 	0.4 	: 	: 
J,TOTAL,AVG_3Y,SK	0.8 	0.7 	0.6 	0.5 	0.5 	0.7 	0.7 	0.7 	0.6 	: 	: 
J,TOTAL,AVG_3Y,UK	3.2 p	3.1 	3.0 	2.8 	2.7 	2.8 	2.8 	2.6 	2.6 	3.1 	3.5 
J,TOTAL,AVG_A,AT	5.3 	3.9 	3.1 	2.4 	2.7 	3.0 	2.7 	3.0 	3.1 	1.1 	: 
J,TOTAL,AVG_A,BE	6.6 	6.3 	5.9 	4.8 	4.0 	3.2 b	4.4 b	: 	: 	: 	: 
J,TOTAL,AVG_A,BG	0.4 p	0.4 p	0.3 	0.2 	0.2 	0.3 	0.3 	0.3 	0.2 	0.2 	: 
J,TOTAL,AVG_A,CH	2.8 	2.3 	2.5 	2.2 	2.2 	2.2 	1.7 	2.2 	2.0 	1.6 	2.7 
J,TOTAL,AVG_A,CY	2.5 	1.9 	0.8 	1.7 	0.9 	0.2 	0.3 	0.7 	0.8 	1.5 	: 
J,TOTAL,AVG_A,CZ	4.2 	3.5 	2.6 	1.5 	0.7 	0.6 	1.0 	0.9 	0.9 	0.9 	2.7 
J,TOTAL,AVG_A,DE	4.0 	3.7 	3.2 	3.5 	3.8 	3.2 	3.4 	3.5 	: 	: 	: 
J,TOTAL,AVG_A,DK	3.2 p	3.4 	3.3 	3.1 	3.0 	2.4 	2.0 	2.0 	1.8 	: 	: 
J,TOTAL,AVG_A,EA	3.1 e	2.8 e	2.5 e	2.4 e	2.3 e	2.0 e	2.1 e	: 	: 	: 	: 
J,TOTAL,AVG_A,EA19	3.1 e	2.8 e	2.5 e	2.4 e	2.3 e	2.0 e	2.1 e	: 	: 	: 	: 
J,TOTAL,AVG_A,EE	2.6 	2.7 	3.3 	2.4 	1.7 	2.3 	2.5 	2.3 	1.3 	1.4 	3.0 
J,TOTAL,AVG_A,EL	0.5 	0.3 	0.5 	0.6 	1.5 	: c	0.6 	0.5 	1.4 	2.6 	: 
J,TOTAL,AVG_A,ES	1.6 p	1.1 	0.9 	0.9 	0.8 	0.7 b	0.7 	1.1 	1.0 	1.0 	: 
J,TOTAL,AVG_A,EU	3.1 	2.8 	2.6 	2.5 	2.3 	2.0 	2.2 e	: 	: 	: 	: 
J,TOTAL,AVG_A,EU27	3.1 	2.9 	2.6 	2.5 	2.3 	2.0 	2.2 e	: 	: 	: 	: 
J,TOTAL,AVG_A,EU28	3.1 	2.8 	2.6 	2.5 	2.3 	2.0 	2.2 e	: 	: 	: 	: 
J,TOTAL,AVG_A,FI	3.0 	3.2 	2.6 	2.0 	: c	1.8 b	2.7 	2.8 	2.9 	2.3 	: 
J,TOTAL,AVG_A,HR	0.7 	0.7 	0.7 b	0.6 	0.5 	0.3 	0.9 	: 	: 	: 	: 
J,TOTAL,AVG_A,HU	3.6 p	3.2 	3.4 	2.9 	2.7 	1.9 	1.9 	1.8 	1.5 	1.1 	1.4 
J,TOTAL,AVG_A,IE	1.9 p	1.8 	1.9 	2.6 	2.1 	2.1 	1.9 	2.0 	1.2 	0.8 	1.8 
J,TOTAL,AVG_A,LT	2.6 	2.9 	2.3 	2.1 	1.8 	1.3 	1.3 	1.3 	0.9 	0.7 	1.4 
J,TOTAL,AVG_A,LU	3.0 	2.9 	2.2 	1.9 	2.0 	1.3 	0.6 	0.8 	0.8 	0.5 	0.6 
J,TOTAL,AVG_A,LV	2.0 	2.0 	1.9 	0.7 	0.8 	1.8 	1.7 	0.5 	0.7 	0.4 	0.8 
J,TOTAL,AVG_A,MK	1.5 	2.0 	2.0 	1.3 	1.2 	0.7 	1.0 	: 	: 	: 	: 
J,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
J,TOTAL,AVG_A,NL	5.9 p	5.1 p	4.6 p	4.2 p	3.6 	2.9 	3.1 	3.5 	3.1 	2.4 	5.2 
J,TOTAL,AVG_A,NO	3.9 	3.1 	3.0 	2.4 	3.2 	3.5 	3.7 	3.7 	2.9 	: c	: 
J,TOTAL,AVG_A,PL	2.4 	2.1 	2.1 	1.9 	1.7 	1.6 	1.3 	1.3 	1.2 	0.9 	: 
J,TOTAL,AVG_A,PT	2.4 	1.8 	1.2 	1.5 	2.2 	0.9 	0.6 	0.7 	0.9 	1.4 	1.5 
J,TOTAL,AVG_A,RO	1.7 	1.3 	1.5 	1.2 	0.7 	0.6 	0.6 	0.9 	0.8 	0.5 	: 
J,TOTAL,AVG_A,SE	4.6 	4.1 	4.1 	3.5 	2.8 	2.3 	2.8 	2.9 	2.2 	1.4 	: 
J,TOTAL,AVG_A,SI	2.1 u	1.8 u	1.9 u	1.5 b	1.3 	0.7 	0.5 	0.5 	0.5 	0.3 	0.5 
J,TOTAL,AVG_A,SK	0.9 	0.8 	0.8 	0.6 	0.4 	0.6 	0.6 	0.9 	0.6 	0.6 	0.6 
J,TOTAL,AVG_A,UK	3.4 p	3.1 	3.2 	3.0 	2.7 	2.7 	2.8 	3.0 	2.6 	2.2 	3.1 
K,GE10,AVG_3Y,BE	2.1 	1.9 	1.7 	1.5 	1.6 	: 	: 	: 	: 	: 	: 
K,GE10,AVG_3Y,BG	0.6 p	0.6 p	0.6 	0.6 	0.6 	0.4 	0.5 	0.7 	: 	: 	: 
K,GE10,AVG_3Y,CY	1.1 	1.0 	0.6 	0.5 	0.3 	0.3 	0.4 	0.5 	: 	: 	: 
K,GE10,AVG_3Y,CZ	1.0 	1.2 	1.3 	1.5 	1.5 	1.4 	1.2 	1.1 	1.0 	: 	: 
K,GE10,AVG_3Y,DE	1.0 	0.8 	0.9 	0.9 	1.0 	1.0 	: 	: 	: 	: 	: 
K,GE10,AVG_3Y,DK	1.7 p	1.7 	1.5 	1.2 	1.0 	1.0 	1.0 	: 	: 	: 	: 
K,GE10,AVG_3Y,EE	2.6 	2.5 	2.1 	1.8 	1.5 	1.5 	1.4 	1.2 	1.3 	: 	: 
K,GE10,AVG_3Y,EL	0.1 	0.0 	0.1 	: 	: 	: 	0.1 	0.1 	: 	: 	: 
K,GE10,AVG_3Y,ES	0.3 p	0.3 	0.2 	0.2 b	0.2 b	0.2 b	0.3 	0.3 	: 	: 	: 
K,GE10,AVG_3Y,FI	1.1 	0.9 	0.9 	0.9 b	1.1 b	1.4 b	1.6 	1.4 	: 	: 	: 
K,GE10,AVG_3Y,FR	0.9 	0.8 	0.7 	0.6 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.4 
K,GE10,AVG_3Y,HR	0.4 b	0.4 b	0.4 b	0.4 	0.4 	0.4 	0.4 	: 	: 	: 	: 
